시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,202006,16,"56,000",6,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,202006,16,"64,850",22,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,202006,16,"61,000",31,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,202006,16,"58,500",22,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,202006,17,"47,750",5,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.9938,202006,17,"62,500",22,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,202006,17,"61,000",23,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.0199,202006,18,"58,800",14,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,202006,18,"60,000",24,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.9938,202006,18,"62,500",22,2014,도안동로 77,20200831
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,202006,18,"61,800",7,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,202006,18,"56,300",26,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,18,"49,000",27,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202006,18,"63,000",24,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,202006,18,"60,000",5,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202006,18,"59,300",7,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,202006,20,"54,000",3,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,27,"46,000",2,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.9938,202007,10,"63,000",29,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,202007,25,"48,300",4,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202007,29,"65,000",21,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,202007,30,"48,400",13,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202008,1,"61,100",23,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202008,1,"59,000",3,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202008,13,"63,000",21,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,202008,14,"51,000",16,2014,도안동로 77,
